cluster,forecast_next_month_permits,n_obs,MAE,R2
0,420.005,82,79.3744117647059,0.328518439558827
1,162.315,82,25.10058823529411,0.5060977999337506
2,13.13,82,6.032107843137254,0.014616615564870483
3,315.805,82,69.60352941176471,0.3003033409744761
4,43.93,82,14.19764705882353,-0.5490381308742687
